bmx-trees
bmx-trees2 ratio : 0.965774462484
bmx-trees1 ratio : 0.953790613718
bmx-trees6 ratio : 0.936
bmx-trees4 ratio : 0.895129442738
bmx-trees3 ratio : 0.916383832151
bmx-trees5 ratio : 0.900590245418
bmx-trees7 ratio : 0.947966288018
bmx-trees11 ratio : 0.897795591182
bmx-trees9 ratio : 0.894241296256
bmx-trees8 ratio : 0.926847474496
bmx-trees10 ratio : 0.941232909571
bmx-trees15 ratio : 0.975274725275
bmx-trees13 ratio : 0.92914244186
bmx-trees12 ratio : 0.942182763101
bmx-trees14 ratio : 0.935216456862
bmx-trees19 ratio : 0.959183673469
bmx-trees17 ratio : 0.91214886384
bmx-trees16 ratio : 0.949433106576
bmx-trees18 ratio : 0.945419637959
bmx-trees23 ratio : 0.905537459283
bmx-trees21 ratio : 0.911064055056
bmx-trees20 ratio : 0.909745127436
bmx-trees22 ratio : 0.919389978214
bmx-trees26 ratio : 0.96359223301
bmx-trees25 ratio : 0.93568013907
bmx-trees24 ratio : 0.919514261508
bmx-trees31 ratio : 0.939393939394
bmx-trees29 ratio : 0.920454545455
bmx-trees27 ratio : 0.925401579091
bmx-trees28 ratio : 0.924035608309
bmx-trees30 ratio : 0.942122186495
bmx-trees32 ratio : 0.979733642154
bmx-trees36 ratio : 0.923420074349
bmx-trees34 ratio : 0.89729397294
bmx-trees33 ratio : 0.930712858095
bmx-trees35 ratio : 0.921695951108
bmx-trees37 ratio : 0.983779705771
bmx-trees39 ratio : 0.958132820019
bmx-trees38 ratio : 0.909125620466
bmx-trees40 ratio : 0.957121734845
bmx-trees41 ratio : 0.960840496657
bmx-trees44 ratio : 0.941913439636
bmx-trees43 ratio : 0.931255728689
bmx-trees42 ratio : 0.919261404779
bmx-trees45 ratio : 0.953812636166
bmx-trees48 ratio : 0.935866983373
bmx-trees47 ratio : 0.927382753404
bmx-trees46 ratio : 0.93760539629
bmx-trees49 ratio : 0.981424148607
bmx-trees54 ratio : 0.918454935622
bmx-trees52 ratio : 0.823491239455
bmx-trees50 ratio : 0.91156462585
bmx-trees51 ratio : 0.912337662338
bmx-trees53 ratio : 0.89406610912
bmx-trees56 ratio : 0.963903743316
bmx-trees55 ratio : 0.929894179894
bmx-trees59 ratio : 0.921682847896
bmx-trees58 ratio : 0.889013452915
bmx-trees57 ratio : 0.935951200915
bmx-trees63 ratio : 0.895493141737
bmx-trees61 ratio : 0.789619377163
bmx-trees60 ratio : 0.874903474903
bmx-trees62 ratio : 0.893772893773
bmx-trees68 ratio : 0.885144429161
bmx-trees66 ratio : 0.895716140199
bmx-trees64 ratio : 0.916351861846
bmx-trees65 ratio : 0.934623655914
bmx-trees67 ratio : 0.947017104714
bmx-trees70 ratio : 0.966192170819
bmx-trees69 ratio : 0.953895071542
bmx-trees73 ratio : 0.929160935351
bmx-trees72 ratio : 0.930458221024
bmx-trees71 ratio : 0.941505595117
bmx-trees76 ratio : 0.950986252241
bmx-trees75 ratio : 0.908439897698
bmx-trees74 ratio : 0.909599254427
bmx-trees79 ratio : 0.907392996109
bmx-trees78 ratio : 0.928084314941
bmx-trees77 ratio : 0.931234866828
drift-straight
drift-straight2 ratio : 0.960660660661
drift-straight1 ratio : 0.963159363662
drift-straight5 ratio : 0.952483801296
drift-straight4 ratio : 0.950242065627
drift-straight3 ratio : 0.949876746097
drift-straight9 ratio : 0.951033116332
drift-straight7 ratio : 0.958659442103
drift-straight6 ratio : 0.940505015566
drift-straight8 ratio : 0.949403446752
drift-straight11 ratio : 0.951286764706
drift-straight10 ratio : 0.949923352069
drift-straight12 ratio : 0.945877224846
drift-straight15 ratio : 0.958037225042
drift-straight14 ratio : 0.949840959139
drift-straight13 ratio : 0.948372966208
drift-straight16 ratio : 0.953881629516
drift-straight21 ratio : 0.688622754491
drift-straight19 ratio : 0.853287337662
drift-straight17 ratio : 0.941342092914
drift-straight18 ratio : 0.916987487969
drift-straight20 ratio : 0.896034570412
drift-straight22 ratio : 0.957095709571
drift-straight23 ratio : 0.957497449847
drift-straight24 ratio : 0.953463203463
drift-straight25 ratio : 0.961854653075
drift-straight28 ratio : 0.910034602076
drift-straight27 ratio : 0.901851137678
drift-straight26 ratio : 0.925510204082
drift-straight29 ratio : 0.957822638789
drift-straight30 ratio : 0.960983884648
drift-straight33 ratio : 0.828877005348
drift-straight32 ratio : 0.874362089915
drift-straight31 ratio : 0.892645043399
drift-straight35 ratio : 0.931350114416
drift-straight34 ratio : 0.927102803738
